path,label
Dataset\Tinea\t-tinea-incognito-63.jpg,1
Dataset\random\n02965783_car_mirror.JPEG,0
Dataset\Melanoma\ISIC_7047780.jpg,1
Dataset\Melanoma\ISIC_6757674.jpg,1
Dataset\Tinea\t-tinea-groin-99.jpg,1
Dataset\random\n02999410_chain.JPEG,0
Dataset\Melanoma\ISIC_7576735.jpg,1
Dataset\Melanoma\ISIC_7500420.jpg,1
Dataset\Tinea\t-tinea-versicolor-189.jpg,1
Dataset\Tinea\v-candida-groin-4.jpg,1
Dataset\Tinea\10_8.jpg,1
Dataset\random\n03916031_perfume.JPEG,0
Dataset\Tinea\t-tinea-foot-plantar-42.jpg,1
Dataset\Tinea\v-tinea-incognito-54.jpg,1
Dataset\Melanoma\ISIC_7450159.jpg,1
Dataset\random\n02916936_bulletproof_vest.JPEG,0
Dataset\Melanoma\ISIC_7031159.jpg,1
Dataset\random\n07584110_consomme.JPEG,0
Dataset\Melanoma\ISIC_6715003.jpg,1
Dataset\Melanoma\ISIC_7106848.jpg,1
Dataset\Tinea\t-tinea-primary-lesion-38.jpg,1
Dataset\Tinea\t-tinea-palm-49.jpg,1
Dataset\Melanoma\ISIC_7132685.jpg,1
Dataset\Melanoma\ISIC_6753425.jpg,1
Dataset\Melanoma\ISIC_7605996.jpg,1
Dataset\Melanoma\ISIC_7225331.jpg,1
Dataset\random\n03259280_Dutch_oven.JPEG,0
Dataset\Tinea\t-MonialisisIMG004-GP3.jpg,1
Dataset\Melanoma\ISIC_7574666.jpg,1
Dataset\Tinea\t-tinea-groin-12.jpg,1
Dataset\Tinea\8_25.jpg,1
Dataset\Melanoma\ISIC_7399786.jpg,1
Dataset\Melanoma\ISIC_7335785.jpg,1
Dataset\Melanoma\ISIC_7379692.jpg,1
Dataset\Melanoma\ISIC_6974605.jpg,1
Dataset\Melanoma\ISIC_7101732.jpg,1
Dataset\Melanoma\ISIC_7507065.jpg,1
Dataset\Melanoma\ISIC_7066945.jpg,1
Dataset\Tinea\v-tinea-body-198.jpg,1
Dataset\Melanoma\ISIC_6704130.jpg,1
Dataset\random\n04589890_window_screen.JPEG,0
Dataset\Melanoma\ISIC_7580016.jpg,1
Dataset\random\n03223299_doormat.JPEG,0
Dataset\Melanoma\ISIC_7098141.jpg,1
Dataset\Tinea\v-pitted-keratolysis-6.jpg,1
Dataset\Melanoma\ISIC_7056776.jpg,1
Dataset\Tinea\t-candidiasis-large-skin-folds-155.jpg,1
Dataset\Tinea\v-perleche-5.jpg,1
Dataset\Melanoma\ISIC_6760466.jpg,1
Dataset\Tinea\t-perleche-57.jpg,1
Dataset\random\n04493381_tub.JPEG,0
Dataset\Melanoma\ISIC_6859159.jpg,1
Dataset\Melanoma\ISIC_7110699.jpg,1
Dataset\Melanoma\ISIC_6860222.jpg,1
Dataset\Melanoma\ISIC_7520408.jpg,1
Dataset\Tinea\v-candida-groin-2.jpg,1
Dataset\Tinea\t-tinea-versicolor-187.jpg,1
Dataset\Melanoma\ISIC_7523330.jpg,1
Dataset\random\n03207941_dishwasher.JPEG,0
Dataset\Tinea\t-tinea-versicolor-12.jpg,1
Dataset\Melanoma\ISIC_7404638.jpg,1
Dataset\Melanoma\ISIC_7495148.jpg,1
Dataset\Melanoma\ISIC_7399970.jpg,1
Dataset\Tinea\t-majocchi-granuloma-11.jpg,1
Dataset\Melanoma\ISIC_6963954.jpg,1
Dataset\Tinea\t-tinea-body-151.jpg,1
Dataset\Tinea\t-tinea-hand-dorsum-60.jpg,1
Dataset\Melanoma\ISIC_6774796.jpg,1
Dataset\Tinea\6_30.jpg,1
Dataset\Melanoma\ISIC_7269812.jpg,1
Dataset\Melanoma\ISIC_7220767.jpg,1
Dataset\Melanoma\ISIC_6892485.jpg,1
Dataset\Tinea\v-erosio-interdigitalis-blastomycetica-34.jpg,1
Dataset\Tinea\t-candidiasis-large-skin-folds-14.jpg,1
Dataset\Melanoma\ISIC_7132832.jpg,1
Dataset\random\000000084147_jpg.rf.dff60b0f44464ecc8276cca64198225d.jpg,0
Dataset\random\n03187595_dial_telephone.JPEG,0
Dataset\Melanoma\ISIC_6982776.jpg,1
Dataset\Tinea\v-pitted-keratolysis-3.jpg,1
Dataset\Tinea\t-tinea-palm-16.jpg,1
Dataset\Melanoma\ISIC_6674653.jpg,1
Dataset\Tinea\v-perleche-34.jpg,1
Dataset\Tinea\t-tinea-versicolor-141.jpg,1
Dataset\Melanoma\ISIC_7521364.jpg,1
Dataset\Melanoma\ISIC_6698114.jpg,1
Dataset\Melanoma\ISIC_7249063.jpg,1
Dataset\Melanoma\ISIC_6704036.jpg,1
Dataset\Tinea\t-mycetoma-5.jpg,1
Dataset\Melanoma\ISIC_7282415.jpg,1
Dataset\Melanoma\ISIC_7418760.jpg,1
Dataset\Tinea\t-tinea-face-6.jpg,1
Dataset\Melanoma\ISIC_6969393.jpg,1
Dataset\Tinea\t-tinea-body-183.jpg,1
Dataset\Tinea\t-tinea-incognito-29.jpg,1
Dataset\Melanoma\ISIC_6696515.jpg,1
Dataset\Tinea\v-tinea-incognito-38.jpg,1
Dataset\Melanoma\ISIC_7190624.jpg,1
Dataset\Melanoma\ISIC_7601936.jpg,1
Dataset\Melanoma\ISIC_7189864.jpg,1
Dataset\Melanoma\ISIC_7039465.jpg,1
Dataset\random\n04507155_umbrella.JPEG,0
Dataset\Tinea\t-tinea-beard-9.jpg,1
Dataset\Melanoma\ISIC_6708310.jpg,1
Dataset\Melanoma\ISIC_6852275.jpg,1
Dataset\Melanoma\ISIC_7162711.jpg,1
Dataset\Melanoma\ISIC_6738013.jpg,1
Dataset\random\n07583066_guacamole.JPEG,0
Dataset\Melanoma\ISIC_6968422.jpg,1
Dataset\Melanoma\ISIC_7008969.jpg,1
Dataset\Melanoma\ISIC_6841294.jpg,1
Dataset\Melanoma\ISIC_7620347.jpg,1
Dataset\Melanoma\ISIC_7460444.jpg,1
Dataset\Melanoma\ISIC_7307599.jpg,1
Dataset\Melanoma\ISIC_7358998.jpg,1
Dataset\Melanoma\ISIC_6737942.jpg,1
Dataset\Melanoma\ISIC_7235371.jpg,1
Dataset\Melanoma\ISIC_6799627.jpg,1
Dataset\random\n04325704_stole.JPEG,0
Dataset\Melanoma\ISIC_7115605.jpg,1
Dataset\Melanoma\ISIC_7551564.jpg,1
Dataset\Tinea\t-tinea-palm-27.jpg,1
Dataset\Tinea\t-tinea-body-165.jpg,1
Dataset\random\n02669723_academic_gown.JPEG,0
Dataset\Tinea\t-majocchi-granuloma-3.jpg,1
Dataset\Melanoma\ISIC_7380364.jpg,1
Dataset\Melanoma\ISIC_7372459.jpg,1
Dataset\Melanoma\ISIC_7369312.jpg,1
Dataset\Melanoma\ISIC_7181396.jpg,1
Dataset\random\n04505470_typewriter_keyboard.JPEG,0
Dataset\Melanoma\ISIC_7311996.jpg,1
Dataset\Melanoma\ISIC_7498410.jpg,1
Dataset\Melanoma\ISIC_7559729.jpg,1
Dataset\random\n04599235_wool.JPEG,0
Dataset\Tinea\v-tinea-face-26.jpg,1
Dataset\Melanoma\ISIC_7574101.jpg,1
Dataset\Tinea\t-candida-penis-6.jpg,1
Dataset\Melanoma\ISIC_6746530.jpg,1
Dataset\Melanoma\ISIC_6826864.jpg,1
Dataset\Tinea\t-13intertrigoGroin0821061.jpg,1
Dataset\Tinea\t-candida-groin-7.jpg,1
Dataset\Tinea\t-tinea-hand-dorsum-28.jpg,1
Dataset\Tinea\t-tinea-body-16.jpg,1
Dataset\Melanoma\ISIC_7531073.jpg,1
Dataset\Melanoma\ISIC_6893398.jpg,1
Dataset\Tinea\t-candidiasis-large-skin-folds-168.jpg,1
Dataset\Melanoma\ISIC_6682360.jpg,1
Dataset\Melanoma\ISIC_7075789.jpg,1
Dataset\random\2552_jpg.rf.6020da31d3da3560d08d4db669012955.jpg,0
Dataset\Tinea\t-tinea-body-120.jpg,1
Dataset\Melanoma\ISIC_7161002.jpg,1
Dataset\Tinea\t-tinea-hand-dorsum-53.jpg,1
Dataset\Melanoma\ISIC_7229261.jpg,1
Dataset\Melanoma\ISIC_7233368.jpg,1
Dataset\Tinea\t-tinea-primary-lesion-62.jpg,1
Dataset\Tinea\v-tinea-face-35.jpg,1
Dataset\Melanoma\ISIC_7319686.jpg,1
Dataset\Melanoma\ISIC_7128007.jpg,1
Dataset\Melanoma\ISIC_7021038.jpg,1
Dataset\Tinea\t-tinea-laboratory-48.jpg,1
Dataset\Melanoma\ISIC_7611850.jpg,1
Dataset\Melanoma\ISIC_7555662.jpg,1
Dataset\Melanoma\ISIC_7260013.jpg,1
Dataset\Melanoma\ISIC_6752060.jpg,1
Dataset\Melanoma\ISIC_7514390.jpg,1
Dataset\Melanoma\ISIC_6904410.jpg,1
Dataset\Tinea\t-intertrigo-35.jpg,1
Dataset\Tinea\t-tinea-foot-dorsum-37.jpg,1
Dataset\Melanoma\ISIC_6814221.jpg,1
Dataset\random\n02786058_Band_Aid.JPEG,0
Dataset\Melanoma\ISIC_7193807.jpg,1
Dataset\Melanoma\ISIC_7054108.jpg,1
Dataset\Tinea\t-kerion-16.jpg,1
Dataset\Tinea\t-tinea-body-99.jpg,1
Dataset\Tinea\t-tinea-primary-lesion-33.jpg,1
Dataset\random\n04099969_rocking_chair.JPEG,0
Dataset\Tinea\t-tinea-body-11.jpg,1
Dataset\Melanoma\ISIC_6798517.jpg,1
Dataset\Tinea\t-tinea-foot-dorsum-43.jpg,1
Dataset\Melanoma\ISIC_7533236.jpg,1
Dataset\Melanoma\ISIC_7287338.jpg,1
Dataset\random\n03000134_chainlink_fence.JPEG,0
Dataset\Tinea\t-tinea-body-103.jpg,1
Dataset\Melanoma\ISIC_7563744.jpg,1
Dataset\Melanoma\ISIC_7353024.jpg,1
Dataset\Melanoma\ISIC_7097417.jpg,1
Dataset\Melanoma\ISIC_7294478.jpg,1
Dataset\Tinea\t-perleche-31.jpg,1
Dataset\Melanoma\ISIC_6948332.jpg,1
Dataset\Melanoma\ISIC_6734262.jpg,1
Dataset\Melanoma\ISIC_7491389.jpg,1
Dataset\Melanoma\ISIC_6808968.jpg,1
Dataset\Melanoma\ISIC_7546480.jpg,1
Dataset\Melanoma\ISIC_7463963.jpg,1
Dataset\Melanoma\ISIC_7221028.jpg,1
Dataset\Tinea\t-tinea-hand-dorsum-51.jpg,1
Dataset\random\n03594945_jeep.JPEG,0
Dataset\Melanoma\ISIC_7307866.jpg,1
Dataset\random\n04209133_shower_cap.JPEG,0
Dataset\Tinea\t-tinea-face-49.jpg,1
Dataset\Tinea\t-tinea-primary-lesion-29.jpg,1
Dataset\Melanoma\ISIC_7545722.jpg,1
Dataset\Tinea\v-tinea-groin-67.jpg,1
Dataset\Melanoma\ISIC_7389276.jpg,1
Dataset\random\n03345487_fire_engine.JPEG,0
Dataset\Tinea\t-tinea-primary-lesion-23.jpg,1
Dataset\Tinea\t-erythrasma-1.jpg,1
Dataset\Tinea\t-tinea-versicolor-80.jpg,1
Dataset\Tinea\t-tinea-groin-117.jpg,1
Dataset\Melanoma\ISIC_7255891.jpg,1
Dataset\random\n03188531_diaper.JPEG,0
Dataset\Melanoma\ISIC_7352489.jpg,1
Dataset\Melanoma\ISIC_6767772.jpg,1
Dataset\Melanoma\ISIC_7077029.jpg,1
Dataset\Tinea\t-tinea-incognito-28.jpg,1
Dataset\Melanoma\ISIC_7452348.jpg,1
Dataset\random\000000016285_jpg.rf.687e73ba1bc61f8d20a71247f804e06a.jpg,0
Dataset\Melanoma\ISIC_7563949.jpg,1
Dataset\random\n04548280_wall_clock.JPEG,0
Dataset\Tinea\t-tinea-incognito-34.jpg,1
Dataset\random\n04209239_shower_curtain.JPEG,0
Dataset\Tinea\t-tinea-body-189.jpg,1
Dataset\Tinea\t-MonialisisIMG002-GP3.jpg,1
Dataset\random\n04483307_trimaran.JPEG,0
Dataset\Tinea\t-tinea-groin-76.jpg,1
Dataset\Melanoma\ISIC_7267098.jpg,1
Dataset\Melanoma\ISIC_7215643.jpg,1
Dataset\Melanoma\ISIC_7334783.jpg,1
Dataset\Melanoma\ISIC_6953355.jpg,1
Dataset\Melanoma\ISIC_7283084.jpg,1
Dataset\Tinea\v-kerion-12.jpg,1
Dataset\Melanoma\ISIC_7465990.jpg,1
Dataset\Melanoma\ISIC_7125023.jpg,1
Dataset\Melanoma\ISIC_7060501.jpg,1
Dataset\Melanoma\ISIC_7600581.jpg,1
Dataset\Melanoma\ISIC_7175873.jpg,1
Dataset\Melanoma\ISIC_7594625.jpg,1
Dataset\Tinea\t-candidiasis-large-skin-folds-130.jpg,1
Dataset\Tinea\t-tinea-groin-94.jpg,1
Dataset\random\n03908714_pencil_sharpener.JPEG,0
Dataset\Tinea\t-mycetoma-3.jpg,1
Dataset\Tinea\t-tinea-foot-dorsum-49.jpg,1
Dataset\random\n03920288_Petri_dish.JPEG,0
Dataset\Tinea\v-tinea-incognito-41.jpg,1
Dataset\Tinea\t-tinea-foot-webs-19.jpg,1
Dataset\Tinea\t-tinea-foot-plantar-12.jpg,1
Dataset\Melanoma\ISIC_7035368.jpg,1
Dataset\Melanoma\ISIC_6924549.jpg,1
Dataset\Tinea\t-tinea-palm-39.jpg,1
Dataset\Melanoma\ISIC_6740109.jpg,1
Dataset\Melanoma\ISIC_6866790.jpg,1
Dataset\Melanoma\ISIC_6930828.jpg,1
Dataset\Melanoma\ISIC_7008022.jpg,1
Dataset\Melanoma\ISIC_6733338.jpg,1
Dataset\Melanoma\ISIC_7109307.jpg,1
Dataset\Melanoma\ISIC_7115931.jpg,1
Dataset\Melanoma\ISIC_6712494.jpg,1
Dataset\Tinea\v-tinea-groin-7.jpg,1
Dataset\Melanoma\ISIC_7213231.jpg,1
Dataset\Melanoma\ISIC_6678326.jpg,1
Dataset\Melanoma\ISIC_7344014.jpg,1
Dataset\random\n02951585_can_opener.JPEG,0
Dataset\Melanoma\ISIC_7070088.jpg,1
Dataset\Tinea\t-tinea-incognito-42.jpg,1
Dataset\Tinea\t-tinea-incognito-3.jpg,1
Dataset\Tinea\t-candida-penis-55.jpg,1
Dataset\Melanoma\ISIC_7252784.jpg,1
Dataset\Melanoma\ISIC_6878644.jpg,1
Dataset\Tinea\t-tinea-versicolor-19.jpg,1
Dataset\Melanoma\ISIC_7071944.jpg,1
Dataset\Melanoma\ISIC_7414086.jpg,1
Dataset\Tinea\t-tinea-incognito-57.jpg,1
Dataset\Melanoma\ISIC_7419281.jpg,1
Dataset\random\273271-2b2ca000230a11dc_jpg.rf.a4380cc1f8210f3b8c9d18035a5fe3c9.jpg,0
Dataset\Melanoma\ISIC_7167473.jpg,1
Dataset\Tinea\t-tinea-laboratory-72.jpg,1
Dataset\Melanoma\ISIC_6835115.jpg,1
Dataset\Melanoma\ISIC_7062293.jpg,1
Dataset\Melanoma\ISIC_7285753.jpg,1
Dataset\Tinea\v-tinea-groin-13.jpg,1
Dataset\Melanoma\ISIC_6986010.jpg,1
Dataset\Melanoma\ISIC_7381224.jpg,1
Dataset\Melanoma\ISIC_6791904.jpg,1
Dataset\Tinea\t-tinea-nigra-1.jpg,1
Dataset\Melanoma\ISIC_7183931.jpg,1
Dataset\Melanoma\ISIC_7160845.jpg,1
Dataset\Tinea\v-tinea-versicolor-11.jpg,1
Dataset\Melanoma\ISIC_7476849.jpg,1
Dataset\Melanoma\ISIC_6681811.jpg,1
Dataset\Melanoma\ISIC_7477006.jpg,1
Dataset\Melanoma\ISIC_7242542.jpg,1
Dataset\Tinea\t-tinea-foot-webs-50.jpg,1
Dataset\Melanoma\ISIC_7016839.jpg,1
Dataset\Melanoma\ISIC_6823429.jpg,1
Dataset\Tinea\t-tinea-body-106.jpg,1
Dataset\Melanoma\ISIC_6874100.jpg,1
Dataset\Tinea\v-tinea-scalp-66.jpg,1
Dataset\Tinea\v-tinea-palm-2.jpg,1
Dataset\Tinea\t-tinea-beard-10.jpg,1
Dataset\Tinea\v-tinea-incognito-17.jpg,1
Dataset\Melanoma\ISIC_7432430.jpg,1
Dataset\Melanoma\ISIC_7314932.jpg,1
Dataset\Melanoma\ISIC_7600348.jpg,1
Dataset\Melanoma\ISIC_6737773.jpg,1
Dataset\Melanoma\ISIC_7312781.jpg,1
Dataset\Tinea\4_33.jpg,1
Dataset\Melanoma\ISIC_7030404.jpg,1
Dataset\Melanoma\ISIC_7621412.jpg,1
Dataset\Melanoma\ISIC_7274757.jpg,1
Dataset\Melanoma\ISIC_6701139.jpg,1
Dataset\Melanoma\ISIC_7241549.jpg,1
Dataset\Tinea\t-tinea-laboratory-32.jpg,1
Dataset\random\000000031164_jpg.rf.91e0d47d824d0b1e4a79873623e93a45.jpg,0
Dataset\Melanoma\ISIC_6784722.jpg,1
Dataset\Melanoma\ISIC_7512268.jpg,1
Dataset\Tinea\t-13Balanitis1.jpg,1
Dataset\Melanoma\ISIC_7173520.jpg,1
Dataset\Melanoma\ISIC_6850647.jpg,1
Dataset\Tinea\t-tinea-foot-webs-78.jpg,1
Dataset\random\n04127249_safety_pin.JPEG,0
Dataset\Melanoma\ISIC_7472636.jpg,1
Dataset\random\000000060289_jpg.rf.4927910b846f3b45f6343a935f821abb.jpg,0
Dataset\random\n02859443_boathouse.JPEG,0
Dataset\Melanoma\ISIC_7095254.jpg,1
Dataset\Tinea\v-tinea-primary-lesion-44.jpg,1
Dataset\Melanoma\ISIC_6964131.jpg,1
Dataset\Melanoma\ISIC_7084197.jpg,1
Dataset\Tinea\t-tinea-foot-webs-74.jpg,1
Dataset\Tinea\t-13tineaCorporis0808059.jpg,1
Dataset\Melanoma\ISIC_6919907.jpg,1
Dataset\Tinea\t-intertrigo-54.jpg,1
Dataset\Melanoma\ISIC_7523226.jpg,1
Dataset\Tinea\t-erosio-interdigitalis-blastomycetica-25.jpg,1
Dataset\random\n04146614_school_bus.JPEG,0
Dataset\Melanoma\ISIC_7352175.jpg,1
Dataset\Tinea\t-13intertrigo121905.jpg,1
Dataset\Melanoma\ISIC_7218890.jpg,1
Dataset\Melanoma\ISIC_6661910.jpg,1
Dataset\Tinea\6_28.jpg,1
Dataset\Tinea\v-erosio-interdigitalis-blastomycetica-33.jpg,1
Dataset\Melanoma\ISIC_7423788.jpg,1
Dataset\Melanoma\ISIC_7069853.jpg,1
Dataset\Melanoma\ISIC_6674918.jpg,1
Dataset\Tinea\v-tinea-groin-87.jpg,1
Dataset\random\n03042490_cliff_dwelling.JPEG,0
Dataset\Melanoma\ISIC_7442476.jpg,1
Dataset\Melanoma\ISIC_7453895.jpg,1
Dataset\Tinea\v-tinea-body-109.jpg,1
Dataset\Tinea\t-erosio-interdigitalis-blastomycetica-15.jpg,1
Dataset\Tinea\t-tinea-groin-55.jpg,1
Dataset\Tinea\t-13intertrigoGroin082106.jpg,1
Dataset\random\n03444034_go-kart.JPEG,0
Dataset\Melanoma\ISIC_6792277.jpg,1
Dataset\Melanoma\ISIC_7369843.jpg,1
Dataset\Melanoma\ISIC_6841752.jpg,1
Dataset\random\n04355338_sundial.JPEG,0
Dataset\Melanoma\ISIC_7176676.jpg,1
Dataset\Melanoma\ISIC_6993934.jpg,1
Dataset\Melanoma\ISIC_6706365.jpg,1
Dataset\random\n03495258_harp.JPEG,0
Dataset\Melanoma\ISIC_7391660.jpg,1
Dataset\Melanoma\ISIC_7129083.jpg,1
Dataset\Tinea\t-tinea-primary-lesion-10.jpg,1
Dataset\Tinea\t-tinea-incognito-53.jpg,1
Dataset\Tinea\t-tinea-foot-plantar-52.jpg,1
Dataset\Tinea\t-candida-penis-44.jpg,1
Dataset\Melanoma\ISIC_7432725.jpg,1
Dataset\Tinea\t-tinea-body-177.jpg,1
Dataset\Tinea\v-tinea-hand-dorsum-27.jpg,1
Dataset\Tinea\t-tinea-body-113.jpg,1
Dataset\Tinea\v-perleche-36.jpg,1
Dataset\Melanoma\ISIC_6954782.jpg,1
Dataset\Melanoma\ISIC_6856054.jpg,1
Dataset\random\n03255030_dumbbell.JPEG,0
Dataset\random\n03388183_fountain_pen.JPEG,0
Dataset\Tinea\t-tinea-body-96.jpg,1
Dataset\Melanoma\ISIC_6760986.jpg,1
Dataset\Melanoma\ISIC_6912979.jpg,1
Dataset\Melanoma\ISIC_6989592.jpg,1
Dataset\Melanoma\ISIC_6885717.jpg,1
Dataset\Melanoma\ISIC_7614221.jpg,1
Dataset\Melanoma\ISIC_7393413.jpg,1
Dataset\random\n04579432_whistle.JPEG,0
Dataset\Tinea\t-tinea-foot-dorsum-35.jpg,1
Dataset\Melanoma\ISIC_6991849.jpg,1
Dataset\Tinea\3_3.jpg,1
Dataset\Tinea\t-tinea-body-171.jpg,1
Dataset\random\n04265275_space_heater.JPEG,0
Dataset\Tinea\v-tinea-body-132.jpg,1
Dataset\Melanoma\ISIC_6876932.jpg,1
Dataset\Melanoma\ISIC_7511011.jpg,1
Dataset\random\n03673027_liner.JPEG,0
Dataset\random\n04542943_waffle_iron.JPEG,0
Dataset\Melanoma\ISIC_6953154.jpg,1
Dataset\Melanoma\ISIC_6685128.jpg,1
Dataset\Melanoma\ISIC_7000309.jpg,1
Dataset\Melanoma\ISIC_7264203.jpg,1
Dataset\Melanoma\ISIC_7092167.jpg,1
Dataset\Melanoma\ISIC_7202451.jpg,1
Dataset\Melanoma\ISIC_7369690.jpg,1
Dataset\random\violation_event_GUEST-LIFT-2-KRISHNA-JEWELLERS-SIDE_occupancy-monitoring_20230718-131506_mp4-5_jpg.rf.93e1a9724a4030022b551f53600336a7.jpg,0
Dataset\Melanoma\ISIC_7313442.jpg,1
Dataset\Tinea\t-intertrigo-2.jpg,1
Dataset\Tinea\v-tinea-body-130.jpg,1
Dataset\Melanoma\ISIC_6992747.jpg,1
Dataset\Tinea\t-tinea-scalp-67.jpg,1
Dataset\Tinea\v-tinea-versicolor-180.jpg,1
Dataset\Melanoma\ISIC_7213944.jpg,1
Dataset\Melanoma\ISIC_6871068.jpg,1
Dataset\Tinea\t-tinea-foot-webs-8.jpg,1
Dataset\Tinea\v-tinea-hand-dorsum-17.jpg,1
Dataset\Melanoma\ISIC_7207080.jpg,1
Dataset\Melanoma\ISIC_7473338.jpg,1
Dataset\Melanoma\ISIC_6790780.jpg,1
Dataset\Melanoma\ISIC_6672654.jpg,1
Dataset\Melanoma\ISIC_7317646.jpg,1
Dataset\Tinea\v-tinea-hand-dorsum-10.jpg,1
Dataset\Tinea\v-candidiasis-mouth-5.jpg,1
Dataset\Tinea\t-candidiasis-large-skin-folds-180.jpg,1
Dataset\Melanoma\ISIC_7373240.jpg,1
Dataset\Melanoma\ISIC_7160082.jpg,1
Dataset\Melanoma\ISIC_6842688.jpg,1
Dataset\Melanoma\ISIC_7250640.jpg,1
Dataset\Melanoma\ISIC_7288627.jpg,1
Dataset\Tinea\t-candidiasis-large-skin-folds-165.jpg,1
Dataset\Tinea\v-tinea-primary-lesion-21.jpg,1
Dataset\Tinea\t-tinea-incognito-14.jpg,1
Dataset\Melanoma\ISIC_7489108.jpg,1
Dataset\Melanoma\ISIC_6980914.jpg,1
Dataset\Melanoma\ISIC_7187713.jpg,1
Dataset\random\Chair--38-_jpg.rf.76a81e7363e840e2264f27a8f5729a12.jpg,0
Dataset\Melanoma\ISIC_7004652.jpg,1
Dataset\Melanoma\ISIC_7438675.jpg,1
Dataset\Melanoma\ISIC_7154859.jpg,1
Dataset\Tinea\t-erythrasma-15.jpg,1
Dataset\Melanoma\ISIC_7539749.jpg,1
Dataset\Melanoma\ISIC_7371985.jpg,1
Dataset\Melanoma\ISIC_6807502.jpg,1
Dataset\Tinea\v-tinea-laboratory-53.jpg,1
Dataset\Tinea\t-tinea-foot-webs-52.jpg,1
Dataset\random\n04254680_soccer_ball.JPEG,0
Dataset\Melanoma\ISIC_6784148.jpg,1
Dataset\Melanoma\ISIC_7497699.jpg,1
Dataset\Tinea\t-tinea-laboratory-36.jpg,1
Dataset\Melanoma\ISIC_6721304.jpg,1
Dataset\Tinea\t-tinea-foot-plantar-50.jpg,1
Dataset\Tinea\v-tinea-face-47.jpg,1
Dataset\random\000000215897_jpg.rf.ea8c649887bf2c4fe630874c239388fc.jpg,0
Dataset\Tinea\t-candidiasis-large-skin-folds-92.jpg,1
Dataset\Tinea\t-candida-penis-26.jpg,1
Dataset\Tinea\t-perleche-26.jpg,1
Dataset\Melanoma\ISIC_7456891.jpg,1
Dataset\Melanoma\ISIC_7365615.jpg,1
Dataset\random\n03602883_joystick.JPEG,0
Dataset\Melanoma\ISIC_7373780.jpg,1
Dataset\Tinea\t-tinea-versicolor-165.jpg,1
Dataset\Melanoma\ISIC_7261174.jpg,1
Dataset\Tinea\v-tinea-foot-webs-30.jpg,1
Dataset\Melanoma\ISIC_7452503.jpg,1
Dataset\Melanoma\ISIC_7506288.jpg,1
Dataset\Tinea\t-candida-groin-16.jpg,1
Dataset\Tinea\t-candidiasis-large-skin-folds-136.jpg,1
Dataset\Melanoma\ISIC_7519841.jpg,1
Dataset\Tinea\t-tinea-border-6.jpg,1
